USER,METHOD,ENDPOINT,STATUS,TIME
anonymous,GET,/api/test,200,Sat Jan 17 2026 12:36:15 GMT+0530 (India Standard Time)
anonymous,GET,/favicon.ico,404,Sat Jan 17 2026 12:36:15 GMT+0530 (India Standard Time)
anonymous,GET,/api/test,304,Sat Jan 17 2026 12:38:51 GMT+0530 (India Standard Time)
anonymous,GET,/api/logs,200,Sat Jan 17 2026 12:39:24 GMT+0530 (India Standard Time)
anonymous,GET,/api/logs,200,Sat Jan 17 2026 12:51:55 GMT+0530 (India Standard Time)
anonymous,GET,/api/logs,200,Sat Jan 17 2026 12:51:56 GMT+0530 (India Standard Time)
anonymous,GET,/api/logs,200,Sat Jan 17 2026 12:54:12 GMT+0530 (India Standard Time)
anonymous,GET,/api/logs,200,Sat Jan 17 2026 12:54:12 GMT+0530 (India Standard Time)
